emp_no,birth_date,first_name,last_name,gender,hire_date,emp_no,title,from_date,to_date
15346,1959-09-26,Kirk,Facello,F,1991-12-07,15346,"Senior Engineer",1997-12-06,9999-01-01
15353,1958-10-22,Akeno,Sridhar,F,1993-03-06,15353,"Senior Engineer",2001-07-05,9999-01-01
15355,1964-09-16,Hisao,Yurov,M,1987-10-09,15355,"Senior Engineer",1987-10-09,9999-01-01
15357,1958-01-17,Arne,Dichev,M,1987-06-28,15357,"Senior Engineer",1992-06-27,9999-01-01
15362,1961-10-17,Takahira,Kusakari,M,1988-12-30,15362,"Senior Engineer",1988-12-30,9999-01-01
15365,1952-03-09,Mikhail,Schiettecatte,M,1986-08-11,15365,"Senior Engineer",1995-08-11,9999-01-01
15366,1954-08-17,Masaki,Munawer,M,1993-05-09,15366,"Senior Engineer",2000-05-09,9999-01-01
15370,1955-07-02,Chuanyi,Nilsson,F,1986-09-02,15370,"Senior Engineer",1993-12-21,9999-01-01
15377,1953-12-08,Shugo,Aumann,M,1986-12-19,15377,"Senior Engineer",1992-12-18,9999-01-01
15379,1957-07-11,Tokuyasu,Gunderson,M,1994-09-04,15379,"Senior Engineer",1994-09-04,9999-01-01
15383,1956-01-22,Shimshon,Kakkar,F,1994-07-21,15383,"Senior Engineer",2000-07-20,9999-01-01
15387,1961-12-13,Moon,Shiratori,F,1985-12-04,15387,"Senior Engineer",1993-12-04,9999-01-01
15391,1961-05-14,Cedric,Bonifati,M,1986-02-08,15391,"Senior Engineer",1993-02-08,9999-01-01
15396,1961-06-17,Marek,Erva,M,1986-04-02,15396,"Senior Engineer",1995-04-02,1995-04-09
15397,1964-02-29,Remco,Gargeya,M,1989-07-19,15397,"Senior Engineer",1990-08-13,9999-01-01
15398,1960-02-07,Leaf,Gniady,M,1991-10-06,15398,"Senior Engineer",1997-10-05,9999-01-01
15406,1952-11-25,Sariel,Sooriamurthi,M,1992-07-26,15406,"Senior Engineer",1996-08-04,9999-01-01
15407,1957-12-05,Magy,Zultner,F,1986-03-12,15407,"Senior Engineer",1998-02-22,9999-01-01
15412,1954-05-17,Huai,Thiria,M,1985-08-23,15412,"Senior Engineer",1992-08-23,9999-01-01
15413,1965-01-17,Arvin,Rabejac,M,1993-09-22,15413,"Senior Engineer",2002-01-01,9999-01-01
15422,1952-04-26,Vesna,Wolniewicz,M,1991-03-16,15422,"Senior Engineer",1994-01-08,9999-01-01
15423,1961-01-03,Gretta,Karlin,F,1986-11-18,15423,"Senior Engineer",1991-11-18,9999-01-01
15434,1960-09-19,Tadahiro,Mahnke,M,1995-09-03,15434,"Senior Engineer",2000-09-02,9999-01-01
15437,1964-01-21,Qiwen,Garigliano,F,1991-04-18,15437,"Senior Engineer",1997-04-17,9999-01-01
15443,1959-05-07,Pranav,Melichar,F,1990-05-18,15443,"Senior Engineer",1996-05-17,9999-01-01
15444,1964-08-01,Shir,Schreiter,M,1988-06-28,15444,"Senior Engineer",1989-03-08,9999-01-01
15446,1961-07-26,Lene,Ariola,F,1991-04-08,15446,"Senior Engineer",2002-07-11,9999-01-01
15451,1960-03-22,Shounak,Seghrouchni,M,1996-05-03,15451,"Senior Engineer",1996-05-03,9999-01-01
15456,1957-09-27,Matt,Granlund,M,1987-08-17,15456,"Senior Engineer",2000-05-22,9999-01-01
15458,1963-03-11,Toshiko,Caine,M,1986-10-17,15458,"Senior Engineer",1996-12-09,1998-01-07
15460,1958-08-12,Mohit,Gerteisen,M,1988-01-25,15460,"Senior Engineer",1997-01-24,9999-01-01
15462,1959-05-04,Saddek,Thisen,M,1987-08-23,15462,"Senior Engineer",1993-08-22,9999-01-01
15465,1954-01-22,Seshu,Ducloy,M,1992-07-03,15465,"Senior Engineer",1998-07-03,9999-01-01
15472,1961-09-11,Danco,Constantine,F,1990-04-12,15472,"Senior Engineer",1996-04-30,9999-01-01
15477,1961-11-27,Seshu,Clouatre,M,1991-11-30,15477,"Senior Engineer",1991-11-30,9999-01-01
15479,1955-10-24,Zhenbing,Soicher,M,1987-01-25,15479,"Senior Engineer",1994-01-25,9999-01-01
15480,1955-08-06,Kwok,Trogemann,M,1985-04-07,15480,"Senior Engineer",1999-04-29,9999-01-01
15482,1954-08-24,Jixiang,Gyorkos,F,1989-12-23,15482,"Senior Engineer",1989-12-23,9999-01-01
15485,1964-07-16,Sadun,Comellas,M,1988-11-07,15485,"Senior Engineer",1988-11-07,9999-01-01
15486,1964-06-14,Mariangiola,Zhang,F,1989-02-20,15486,"Senior Engineer",1994-02-20,9999-01-01
15490,1961-06-21,Guenter,Renear,F,1986-03-15,15490,"Senior Engineer",1998-11-09,9999-01-01
15491,1953-02-04,Fumiyo,Marrevee,M,1989-08-08,15491,"Senior Engineer",1998-08-08,9999-01-01
15494,1956-07-28,Rosita,Ambroszkiewicz,F,1994-06-21,15494,"Senior Engineer",1995-02-12,9999-01-01
15496,1962-09-03,Shugo,Klerer,M,1987-12-06,15496,"Senior Engineer",1987-12-06,1990-04-26
15498,1963-02-05,Sven,Vidya,M,1988-07-16,15498,"Senior Engineer",1996-09-10,1997-08-06
15502,1964-11-10,Susanne,Rahier,F,1989-04-15,15502,"Senior Engineer",1998-05-14,9999-01-01
15505,1954-10-18,Collette,Mikschl,F,1986-08-30,15505,"Senior Engineer",1993-08-30,9999-01-01
15508,1953-05-08,Yoshimitsu,Rettelbach,M,1994-03-03,15508,"Senior Engineer",1999-03-03,9999-01-01
15510,1954-01-13,Inderjeet,Sethi,M,1987-08-29,15510,"Senior Engineer",1994-08-29,9999-01-01
15512,1954-06-29,Mitsuyuki,Waymire,M,1990-10-01,15512,"Senior Engineer",1990-10-01,9999-01-01
15516,1957-12-09,Tonny,Ushiama,F,1988-02-22,15516,"Senior Engineer",1996-05-20,9999-01-01
15518,1953-01-26,Uno,Valtorta,F,1987-04-19,15518,"Senior Engineer",1996-10-02,9999-01-01
15520,1960-01-11,Van,Suermann,M,1988-01-28,15520,"Senior Engineer",1988-01-28,9999-01-01
15523,1957-10-25,Isaac,Veevers,M,1991-07-02,15523,"Senior Engineer",1996-07-01,9999-01-01
15525,1952-02-18,Masadi,Cherinka,M,1985-11-18,15525,"Senior Engineer",2001-04-27,9999-01-01
15526,1959-11-21,Yinghua,Birsak,M,1987-12-12,15526,"Senior Engineer",1994-07-16,9999-01-01
15531,1958-09-18,Garnet,Boreale,F,1994-10-12,15531,"Senior Engineer",1994-10-12,9999-01-01
15532,1954-12-15,Bangqing,Lalonde,M,1992-07-29,15532,"Senior Engineer",1997-07-29,9999-01-01
15537,1959-04-19,Debatosh,Rahier,F,1985-10-14,15537,"Senior Engineer",2001-11-25,9999-01-01
15538,1960-07-09,Masaru,Schnelling,F,1988-02-05,15538,"Senior Engineer",1988-02-05,9999-01-01
15540,1963-05-31,Steen,Mullainathan,M,1988-12-01,15540,"Senior Engineer",1996-12-01,9999-01-01
15542,1964-03-01,Mariangiola,Hardjono,F,1988-04-26,15542,"Senior Engineer",1988-04-26,9999-01-01
15543,1954-05-25,Mingdong,Staelin,F,1988-07-30,15543,"Senior Engineer",1988-07-30,9999-01-01
15547,1964-03-05,Leandro,Murillo,F,1987-02-03,15547,"Senior Engineer",1995-02-03,9999-01-01
15548,1954-12-07,Sanjai,Caine,M,1985-10-26,15548,"Senior Engineer",1997-05-08,9999-01-01
15550,1955-05-23,Kerhong,Plumb,M,1993-05-29,15550,"Senior Engineer",1993-07-01,9999-01-01
15551,1962-11-05,Doohun,Birjandi,F,1996-01-16,15551,"Senior Engineer",1996-01-16,2002-05-20
15552,1962-05-27,Luerbio,Foote,M,1992-01-31,15552,"Senior Engineer",2001-12-28,9999-01-01
15555,1954-07-16,Mona,Birge,F,1989-05-10,15555,"Senior Engineer",1997-05-10,9999-01-01
15560,1952-05-14,Xiaoshan,Lakshmanan,M,1990-12-19,15560,"Senior Engineer",1996-01-30,2001-02-17
15567,1959-12-09,Weicheng,Narlikar,M,1996-12-01,15567,"Senior Engineer",1998-09-02,9999-01-01
15570,1956-01-28,Mohua,Pargaonkar,M,1986-06-18,15570,"Senior Engineer",1993-06-18,9999-01-01
15573,1959-10-14,Mircea,Piveteau,M,1993-07-12,15573,"Senior Engineer",1993-07-12,9999-01-01
15581,1962-02-10,Mariusz,Plesums,F,1994-09-19,15581,"Senior Engineer",1994-09-19,2002-07-01
15587,1961-01-29,Chiranjit,Kavraki,M,1989-05-01,15587,"Senior Engineer",1994-05-01,9999-01-01
15588,1963-10-13,Gererd,Morrow,F,1993-10-07,15588,"Senior Engineer",1993-10-07,9999-01-01
15589,1956-10-31,Jaihie,Rehfuss,F,1995-03-20,15589,"Senior Engineer",2000-03-19,9999-01-01
15592,1963-05-30,Mohit,Conde,F,1985-07-24,15592,"Senior Engineer",1997-09-16,9999-01-01
15594,1956-07-22,Fumino,Peck,F,1988-11-10,15594,"Senior Engineer",1997-11-10,9999-01-01
15595,1961-03-06,Tru,Waeselynck,M,1986-04-29,15595,"Senior Engineer",1986-04-29,9999-01-01
15600,1954-01-17,Mack,Perna,M,1985-04-26,15600,"Senior Engineer",1994-04-26,9999-01-01
15603,1952-08-31,Woody,Hooghiemstra,M,1990-03-08,15603,"Senior Engineer",2000-06-03,9999-01-01
15606,1961-07-07,Tadanori,Couchot,M,1985-11-29,15606,"Senior Engineer",1985-11-29,9999-01-01
15618,1956-07-25,Adin,Asser,M,1990-08-12,15618,"Senior Engineer",1999-08-12,9999-01-01
15619,1962-10-31,Conor,Gyorkos,M,1990-09-02,15619,"Senior Engineer",1999-08-17,9999-01-01
15623,1955-04-03,Vishu,Falby,M,1985-09-23,15623,"Senior Engineer",1990-09-23,2000-02-08
15625,1963-07-04,Aria,Munos,M,1987-03-10,15625,"Senior Engineer",1996-03-09,9999-01-01
15627,1963-01-08,Chinhyun,Garrabrants,F,1987-11-19,15627,"Senior Engineer",2001-06-07,9999-01-01
15630,1958-01-27,Nigel,Lodder,M,1997-08-06,15630,"Senior Engineer",1999-03-28,1999-05-25
15632,1959-12-11,Christophe,Griswold,F,1990-09-11,15632,"Senior Engineer",1998-09-11,1999-08-22
15634,1960-07-09,Godehard,Neiman,M,1994-11-17,15634,"Senior Engineer",1994-11-17,9999-01-01
15640,1961-04-22,Heejo,Luce,M,1990-10-16,15640,"Senior Engineer",1999-10-16,2000-03-26
15647,1957-02-24,Supot,Veevers,M,1987-01-19,15647,"Senior Engineer",1996-04-22,1998-01-12
15648,1957-11-01,Shaunak,Suppi,M,1985-07-20,15648,"Senior Engineer",1985-07-20,9999-01-01
15650,1952-05-31,Pascal,Bail,M,1997-11-16,15650,"Senior Engineer",1997-11-16,9999-01-01
15651,1955-07-15,Huan,Iwayama,F,1985-11-22,15651,"Senior Engineer",2001-11-22,9999-01-01
15654,1958-08-19,Kyoichi,Fordan,M,1989-11-19,15654,"Senior Engineer",1994-11-19,9999-01-01
15657,1954-11-28,Masoud,Krybus,M,1989-08-31,15657,"Senior Engineer",1994-08-31,1994-10-16
15663,1964-10-08,Bartek,Maccarone,M,1987-06-27,15663,"Senior Engineer",1998-04-18,9999-01-01
15665,1962-11-16,Siddarth,Mattern,F,1992-03-02,15665,"Senior Engineer",2000-01-28,9999-01-01
15668,1952-04-22,Zito,Juneja,M,1989-01-27,15668,"Senior Engineer",1998-02-18,9999-01-01
15671,1954-07-15,Aiman,Back,M,1990-04-24,15671,"Senior Engineer",1990-04-24,9999-01-01
15672,1957-03-25,Chenyi,Motley,M,1988-12-31,15672,"Senior Engineer",1997-05-21,9999-01-01
15676,1961-11-24,Ziya,Rijckaert,M,1986-02-23,15676,"Senior Engineer",1999-11-16,9999-01-01
15677,1953-04-02,Ziva,Condotta,M,1989-06-24,15677,"Senior Engineer",1997-06-24,9999-01-01
15682,1953-01-07,Hiroyasu,Przulj,M,1988-06-20,15682,"Senior Engineer",1995-06-21,9999-01-01
15684,1954-12-06,Valeska,Babb,M,1993-12-06,15684,"Senior Engineer",2002-05-26,9999-01-01
15685,1958-07-12,Kasturi,Facello,M,1992-03-13,15685,"Senior Engineer",1997-03-13,9999-01-01
15686,1959-04-13,Zita,Servi,M,1988-02-06,15686,"Senior Engineer",2001-10-18,9999-01-01
15688,1963-08-02,Behnaam,Gecsei,M,1992-10-02,15688,"Senior Engineer",1994-10-27,9999-01-01
15694,1963-02-10,Leucio,Ibel,F,1992-01-28,15694,"Senior Engineer",1997-01-27,2000-01-15
15710,1953-09-03,Aral,Doering,F,1992-02-26,15710,"Senior Engineer",1997-02-25,9999-01-01
15719,1962-06-16,Mack,Bahk,F,1990-05-28,15719,"Senior Engineer",1996-05-27,1998-07-31
15720,1960-11-20,Gudjon,Asrin,F,1993-05-24,15720,"Senior Engineer",2001-05-24,9999-01-01
15721,1962-05-27,Perla,Denis,M,1987-04-28,15721,"Senior Engineer",1992-04-27,9999-01-01
15722,1963-02-24,Tesuro,Giaccio,M,1987-12-17,15722,"Senior Engineer",1992-12-16,9999-01-01
15724,1955-04-07,Zengping,Bondorf,F,1993-06-06,15724,"Senior Engineer",1997-03-17,9999-01-01
15727,1957-10-24,Adamantios,Gewali,F,1987-03-28,15727,"Senior Engineer",2000-03-26,9999-01-01
15731,1961-05-19,Bangqing,Kaltofen,M,1985-04-01,15731,"Senior Engineer",1990-04-01,9999-01-01
15738,1960-08-23,Heng,Schlumberger,M,1987-07-14,15738,"Senior Engineer",1992-07-13,9999-01-01
15742,1963-05-16,Shaibal,Gecsei,M,1991-07-19,15742,"Senior Engineer",1996-07-18,1999-08-30
15744,1952-08-28,Udaiprakash,Solovay,M,1990-04-22,15744,"Senior Engineer",1998-01-19,9999-01-01
15745,1958-10-17,Hugh,Muhlberg,M,1990-07-01,15745,"Senior Engineer",1998-07-16,9999-01-01
15746,1958-08-03,Aram,Avouris,M,1987-12-04,15746,"Senior Engineer",1987-12-04,9999-01-01
15748,1962-06-26,Nikolaus,Garrabrants,M,1991-11-17,15748,"Senior Engineer",1996-11-16,9999-01-01
15749,1963-04-18,Unal,Pargas,F,1987-03-22,15749,"Senior Engineer",1987-03-22,9999-01-01
15750,1952-07-04,Arumugam,Bresenham,M,1986-11-29,15750,"Senior Engineer",2000-11-13,9999-01-01
15753,1954-11-15,Sanjay,Breugel,M,1986-04-22,15753,"Senior Engineer",2000-04-22,2002-05-02
15754,1958-03-11,Eckart,Fujisaki,M,1988-05-17,15754,"Senior Engineer",2000-03-05,9999-01-01
15757,1963-08-03,Jordanka,Lamma,M,1988-08-26,15757,"Senior Engineer",1998-08-01,9999-01-01
15765,1955-01-19,Tonny,Taubenfeld,F,1988-01-29,15765,"Senior Engineer",1998-02-15,9999-01-01
15767,1954-07-30,Baocai,Broomell,M,1985-06-08,15767,"Senior Engineer",1999-06-09,9999-01-01
15771,1959-06-04,Sukumar,Rijckaert,M,1990-10-16,15771,"Senior Engineer",1992-01-28,9999-01-01
15777,1963-03-13,Tran,Hambrick,M,1986-09-29,15777,"Senior Engineer",1986-09-29,1997-03-05
15780,1958-07-17,Chinhyun,Ramamoorthy,M,1987-04-02,15780,"Senior Engineer",1993-04-01,9999-01-01
15788,1952-12-23,Taegyun,Deyuan,M,1988-03-14,15788,"Senior Engineer",1998-03-13,9999-01-01
15791,1960-05-05,Conal,Wendorf,M,1986-06-21,15791,"Senior Engineer",1988-04-23,9999-01-01
15794,1963-12-14,Serge,Fairtlough,M,1987-02-28,15794,"Senior Engineer",1996-02-28,9999-01-01
15795,1958-09-28,Val,Ranft,M,1991-03-19,15795,"Senior Engineer",1997-03-18,9999-01-01
15797,1964-11-20,Qingxiang,Rosis,M,1991-04-24,15797,"Senior Engineer",1996-04-23,9999-01-01
15800,1960-01-28,Kazunori,Strandh,M,1986-01-07,15800,"Senior Engineer",1993-01-07,9999-01-01
15810,1962-09-21,Tesuro,Tiemann,M,1986-08-26,15810,"Senior Engineer",1993-08-26,9999-01-01
15814,1958-01-09,Berto,McFarlin,F,1990-03-27,15814,"Senior Engineer",1990-03-27,9999-01-01
15815,1959-01-16,Jouni,England,F,1990-05-25,15815,"Senior Engineer",1999-05-25,9999-01-01
15817,1964-05-19,Kagan,Frolund,M,1990-12-04,15817,"Senior Engineer",1990-12-04,9999-01-01
15818,1959-11-12,Ronnie,Tetzlaff,M,1987-08-06,15818,"Senior Engineer",1992-08-05,9999-01-01
15824,1957-07-28,Denis,Schwabacher,F,1988-02-14,15824,"Senior Engineer",1988-02-14,9999-01-01
15826,1963-07-21,Kayoko,Waterhouse,F,1994-05-20,15826,"Senior Engineer",2002-01-29,9999-01-01
15827,1957-10-10,Sadun,Farris,M,1991-03-14,15827,"Senior Engineer",1998-03-14,9999-01-01
15828,1962-10-18,Tiina,Schaap,F,1990-08-22,15828,"Senior Engineer",1995-08-22,2000-03-18
15831,1956-04-17,Arno,Bridgland,M,1986-03-20,15831,"Senior Engineer",1991-03-20,9999-01-01
15833,1959-11-25,Magy,Pettit,M,1985-12-16,15833,"Senior Engineer",1993-12-16,9999-01-01
15841,1954-08-20,Aram,DasSarma,M,1994-05-19,15841,"Senior Engineer",1994-05-19,9999-01-01
15842,1952-03-22,Miyeon,Weedon,F,1991-03-16,15842,"Senior Engineer",1996-03-15,2000-01-09
15845,1963-04-07,Achilleas,Felcyn,F,1991-06-03,15845,"Senior Engineer",1999-02-06,9999-01-01
15851,1962-01-05,Alper,Beerel,F,1986-11-27,15851,"Senior Engineer",1998-04-16,9999-01-01
15852,1964-10-22,Nathalie,Bonifati,M,1988-06-01,15852,"Senior Engineer",1988-06-01,9999-01-01
15860,1960-11-01,Haldon,Hoppenstand,F,1985-04-06,15860,"Senior Engineer",1990-04-06,2002-06-11
15862,1964-04-24,Gao,Wrigley,M,1989-01-27,15862,"Senior Engineer",2001-05-04,9999-01-01
15865,1960-01-04,Demin,Otillio,M,1985-05-26,15865,"Senior Engineer",2000-01-30,9999-01-01
15866,1952-12-21,Angel,Seiwald,M,1986-10-03,15866,"Senior Engineer",1991-10-03,9999-01-01
15867,1955-02-12,Vincent,Fairtlough,M,1989-08-16,15867,"Senior Engineer",2001-08-15,9999-01-01
15869,1954-12-15,Guoxiang,Bala,M,1988-08-21,15869,"Senior Engineer",2002-01-21,9999-01-01
15871,1953-07-06,Jinpo,Muhling,M,1992-07-27,15871,"Senior Engineer",1998-09-21,9999-01-01
15872,1962-03-14,Goa,Liesche,F,1992-08-21,15872,"Senior Engineer",1998-10-09,2001-01-01
15876,1952-09-13,Munehiro,Vakili,F,1985-08-02,15876,"Senior Engineer",1999-08-03,9999-01-01
15881,1964-05-11,Ortrun,Luby,F,1986-09-27,15881,"Senior Engineer",1991-09-27,9999-01-01
15883,1962-05-27,Jixiang,Rosin,F,1985-04-02,15883,"Senior Engineer",1992-04-02,9999-01-01
15885,1955-09-19,Perla,Delgrossi,M,1989-12-17,15885,"Senior Engineer",2001-04-02,9999-01-01
15889,1955-03-06,Sasan,Azumi,M,1986-02-03,15889,"Senior Engineer",1995-02-03,9999-01-01
15891,1957-11-20,Gao,Ferretti,M,1991-03-18,15891,"Senior Engineer",1999-03-18,2001-11-03
15892,1955-01-29,Lunjin,Pettis,F,1986-09-20,15892,"Senior Engineer",1991-09-20,9999-01-01
15894,1961-11-18,Fai,Demizu,M,1987-01-29,15894,"Senior Engineer",1997-06-03,9999-01-01
15897,1964-11-08,Menkae,Perez,M,1995-01-20,15897,"Senior Engineer",1996-01-07,9999-01-01
15899,1957-07-07,Ramzi,Baba,M,1991-06-12,15899,"Senior Engineer",1999-06-12,9999-01-01
15901,1953-07-05,Marsja,Fargier,F,1987-09-23,15901,"Senior Engineer",1993-09-22,9999-01-01
15905,1952-10-08,DeForest,Petersohn,F,1987-09-20,15905,"Senior Engineer",1993-02-11,9999-01-01
15906,1959-05-31,Zdislav,Dechter,M,1991-06-26,15906,"Senior Engineer",1998-08-24,1999-05-14
15908,1962-06-06,Satoru,Reistad,M,1991-10-23,15908,"Senior Engineer",1998-07-10,9999-01-01
15909,1962-12-04,Sahrah,Serdy,M,1990-11-03,15909,"Senior Engineer",1997-11-03,9999-01-01
15911,1952-08-29,Shaibal,Viele,M,1986-06-10,15911,"Senior Engineer",1998-01-13,9999-01-01
15913,1963-02-09,Shigeaki,Mattern,M,1986-04-21,15913,"Senior Engineer",1986-04-21,9999-01-01
15917,1957-05-08,Jaroslava,Einsfeld,M,1986-03-12,15917,"Senior Engineer",1991-03-12,9999-01-01
15923,1962-04-28,Boutros,Junet,M,1987-04-26,15923,"Senior Engineer",1992-04-25,1999-11-22
15924,1956-10-09,Christoper,Turnbull,M,1990-10-06,15924,"Senior Engineer",1998-03-29,9999-01-01
15927,1963-09-21,Dharmaraja,Swick,M,1994-04-22,15927,"Senior Engineer",2000-04-21,9999-01-01
15928,1958-03-19,Bangqing,Feinberg,F,1986-01-05,15928,"Senior Engineer",1994-01-05,9999-01-01
15930,1957-06-19,Mong,Vieth,F,1990-06-15,15930,"Senior Engineer",1998-09-24,9999-01-01
15931,1963-06-11,Heather,Crelier,F,1989-06-10,15931,"Senior Engineer",1997-06-10,9999-01-01
15941,1952-06-02,Dekang,Nourani,F,1996-04-27,15941,"Senior Engineer",1996-04-27,9999-01-01
15942,1955-07-07,Murthy,Rosca,M,1986-09-09,15942,"Senior Engineer",1991-09-09,9999-01-01
15943,1953-12-31,Yakkov,Demke,M,1986-10-18,15943,"Senior Engineer",2002-02-05,9999-01-01
15945,1952-09-05,Hauke,Larfeldt,M,1986-11-15,15945,"Senior Engineer",2000-11-16,9999-01-01
15948,1955-03-05,Karoline,Versino,F,1986-01-14,15948,"Senior Engineer",1991-01-14,9999-01-01
15954,1960-01-14,Vatsa,Lodder,M,1985-02-28,15954,"Senior Engineer",1991-02-28,1993-07-04
15955,1953-12-30,Yuguang,Dratva,F,1986-03-31,15955,"Senior Engineer",1991-03-31,9999-01-01
15960,1955-12-23,Lenore,Narahara,M,1991-04-24,15960,"Senior Engineer",1998-04-24,9999-01-01
15968,1963-09-30,Moss,Montemayor,M,1988-09-10,15968,"Senior Engineer",1999-11-08,9999-01-01
15970,1953-05-21,Hercules,Molberg,M,1994-06-15,15970,"Senior Engineer",1994-06-15,1998-10-14
15971,1954-09-07,Arumugam,Aloia,M,1988-05-03,15971,"Senior Engineer",1988-05-03,9999-01-01
15973,1959-06-01,Steen,Bratsberg,M,1988-12-26,15973,"Senior Engineer",2001-09-09,9999-01-01
15975,1957-07-23,Barun,Schueller,F,1985-02-28,15975,"Senior Engineer",1985-03-15,9999-01-01
15979,1959-06-01,Prodip,Bamford,M,1990-10-26,15979,"Senior Engineer",1990-10-26,1992-02-23
15989,1953-03-29,Nobuyoshi,Nannarelli,M,1990-10-06,15989,"Senior Engineer",1991-07-09,9999-01-01
15990,1956-10-07,Hitomi,Denis,F,1988-09-15,15990,"Senior Engineer",1996-09-15,1997-04-26
15991,1959-12-22,Radhia,Barbanera,M,1991-11-11,15991,"Senior Engineer",1996-11-10,9999-01-01
15992,1961-03-09,Niranjan,Baek,M,1986-10-06,15992,"Senior Engineer",1995-01-19,9999-01-01
15993,1952-07-03,Yoshimitsu,Peir,M,1988-03-23,15993,"Senior Engineer",1988-11-19,9999-01-01
15995,1957-11-12,Chrisa,Munke,F,1988-03-25,15995,"Senior Engineer",1996-03-25,9999-01-01
15999,1959-11-11,Kazuhito,Veeraraghavan,F,1990-02-06,15999,"Senior Engineer",1990-02-06,1992-07-27
16000,1952-02-09,Marek,Demos,F,1985-04-03,16000,"Senior Engineer",2002-05-05,9999-01-01
16002,1961-03-27,Shigeu,Coullard,M,1985-06-16,16002,"Senior Engineer",1994-06-16,9999-01-01
16003,1957-05-26,Pranay,Isard,F,1986-07-09,16003,"Senior Engineer",1992-08-18,9999-01-01
16007,1964-05-30,Premsyl,Dalton,M,1986-02-14,16007,"Senior Engineer",1997-04-15,9999-01-01
16008,1954-04-21,Xiaoqiang,Skafidas,F,1990-09-03,16008,"Senior Engineer",2001-07-08,9999-01-01
16009,1962-12-02,Arnould,Denna,M,1990-01-26,16009,"Senior Engineer",1999-01-26,9999-01-01
16010,1960-12-18,Parke,Olano,F,1987-08-28,16010,"Senior Engineer",1987-08-28,9999-01-01
16015,1962-02-18,Oddvar,Schaft,M,1991-09-28,16015,"Senior Engineer",1999-09-28,9999-01-01
16018,1954-03-11,Boutros,Papadias,M,1987-10-06,16018,"Senior Engineer",1992-10-05,9999-01-01
16019,1955-11-30,Chaoyi,Heystek,F,1985-08-01,16019,"Senior Engineer",1990-08-01,9999-01-01
16021,1964-06-04,Mary,Ananiadou,F,1994-05-21,16021,"Senior Engineer",2000-05-20,9999-01-01
16022,1954-08-24,Perry,Valiente,M,1991-06-24,16022,"Senior Engineer",1992-11-06,9999-01-01
16024,1960-05-12,Masaru,Mellouli,F,1985-05-02,16024,"Senior Engineer",1993-05-02,9999-01-01
16025,1952-04-06,Doowon,Luce,F,1985-08-17,16025,"Senior Engineer",1994-03-05,9999-01-01
16026,1960-08-21,Jessie,Linnainmaa,M,1989-11-20,16026,"Senior Engineer",1998-11-20,9999-01-01
16027,1958-11-29,Ramalingam,Vadhan,M,1987-05-09,16027,"Senior Engineer",1997-06-29,9999-01-01
16028,1952-09-20,JiYoung,Takkinen,F,1988-08-12,16028,"Senior Engineer",1995-08-13,9999-01-01
16029,1963-12-21,Zhilian,Schicker,F,1986-06-24,16029,"Senior Engineer",2002-04-02,9999-01-01
16035,1961-04-10,Martial,Jullig,M,1988-02-12,16035,"Senior Engineer",1998-08-14,9999-01-01
16037,1957-05-31,Premsyl,Marchesini,F,1985-05-24,16037,"Senior Engineer",1991-07-20,1999-06-26
16046,1961-12-01,Hironobu,Halloran,M,1988-11-04,16046,"Senior Engineer",1998-11-04,9999-01-01
16052,1952-06-13,Maria,Rodham,F,1985-11-24,16052,"Senior Engineer",1997-01-26,9999-01-01
16054,1957-07-21,Chandrasekaran,Gurbaxani,M,1988-05-23,16054,"Senior Engineer",2000-05-22,9999-01-01
16055,1963-04-26,Akeel,Heyers,M,1985-08-12,16055,"Senior Engineer",1996-08-08,9999-01-01
16057,1957-04-19,Dayanand,Mundy,M,1989-08-06,16057,"Senior Engineer",1996-08-06,9999-01-01
16059,1958-10-15,Munehiro,Rosch,M,1986-07-19,16059,"Senior Engineer",1995-07-19,9999-01-01
16061,1962-02-23,Sverrir,Luan,M,1985-07-12,16061,"Senior Engineer",1994-07-12,9999-01-01
16069,1955-04-13,Mechthild,Rahimi,F,1992-12-21,16069,"Senior Engineer",1998-12-21,9999-01-01
16070,1960-12-18,Aleksandar,Rissland,M,1991-03-31,16070,"Senior Engineer",1995-10-14,9999-01-01
16073,1958-05-02,Theirry,Kornatzky,M,1990-10-23,16073,"Senior Engineer",1996-10-22,9999-01-01
16074,1961-11-07,Rayond,Levasseur,M,1989-03-03,16074,"Senior Engineer",1999-03-08,9999-01-01
16075,1955-10-29,Aloke,Bashian,F,1991-04-15,16075,"Senior Engineer",1999-04-15,9999-01-01
16077,1952-10-12,Kannan,Heemskerk,F,1987-07-02,16077,"Senior Engineer",2001-07-02,9999-01-01
16079,1956-01-08,Leen,Shrader,F,1985-03-31,16079,"Senior Engineer",1990-02-20,9999-01-01
