emp_no,birth_date,first_name,last_name,gender,hire_date
498289,1955-12-10,Spyrose,Schmezko,F,1988-06-08
498288,1955-02-28,Bingning,Schlumberger,M,1994-12-19
498287,1952-12-06,Oscar,Pettis,M,1988-11-08
498286,1957-06-08,Supot,Trystram,M,1993-06-11
498285,1954-09-03,Susumu,Kemmerer,M,1992-08-30
498284,1963-06-05,Sugwoo,Pews,F,1985-06-23
498283,1954-11-15,Luisa,Swan,M,1986-02-02
498282,1953-04-14,Nechama,Trachtenberg,F,1985-04-18
498281,1954-10-08,Tomokazu,Basawa,F,1988-11-17
498280,1958-02-04,Urs,Sewelson,F,1997-06-05
498279,1962-08-24,Giao,Zeidenstein,M,1985-12-05
498278,1964-03-10,Saeed,Comellas,M,1985-05-28
498277,1958-10-14,Yucel,Kornatzky,M,1991-10-28
498276,1954-11-12,Hongzhu,Babu,M,1989-10-06
498275,1960-06-16,Somnath,Vecchio,F,1990-10-22
498274,1962-07-13,Vojin,Kuhnemann,F,1989-03-14
498273,1964-10-11,Moie,Constantine,M,1986-11-19
498272,1959-10-17,Zhongwei,Mattern,F,1992-05-19
498271,1960-07-29,Vasilii,Munoz,M,1986-08-30
498270,1954-07-09,Herb,Soicher,F,1991-02-28
498269,1961-04-30,Mong,Socorro,F,1990-10-07
498268,1952-06-22,Arve,Rijckaert,F,1993-09-13
498267,1953-03-28,Vitali,Hoppenstand,M,1987-06-10
498266,1957-07-20,Kenroku,Axelband,M,1993-09-29
498265,1954-03-29,Kirk,Ranai,M,1986-01-28
498264,1963-02-16,Rutger,Randi,M,1991-08-20
498263,1958-12-21,Pohua,Muntz,M,1992-10-14
498262,1962-12-26,Nahum,Katzenelson,M,1987-10-31
498261,1960-04-28,Qunsheng,Berztiss,M,1990-03-24
498260,1959-04-15,Denis,Fetvedt,F,1988-05-04
498259,1961-04-22,Nimmagadda,Muchinsky,M,1989-03-22
498258,1962-07-07,Jahangir,Demir,F,1988-03-31
498257,1962-07-19,Alper,Businaro,M,1989-06-22
498256,1963-08-24,Tetsurou,Calkin,M,1989-07-19
498255,1954-08-03,Leif,Billingsley,F,1986-04-02
498254,1953-08-05,Remko,Jeansoulin,F,1988-01-27
498253,1963-02-12,Turgut,Kaiserswerth,M,1993-03-16
498252,1952-10-27,Waiman,Hopewell,M,1990-03-11
498251,1964-07-25,Serenella,Murtagh,M,1987-11-14
498250,1964-12-09,Aiman,Czaja,M,1990-09-04
498249,1963-06-12,Poornachandra,Falby,M,1987-11-20
498248,1952-09-26,Munir,Suwa,F,1987-11-06
498247,1963-08-04,Peer,Slobodova,F,1996-12-11
498246,1958-06-22,Berna,Selenyi,M,1988-04-04
498245,1956-10-16,Navin,Ravishankar,F,1996-04-18
498244,1956-07-02,Chenxi,Marakhovsky,F,1994-04-12
498243,1963-12-24,Renee,Farrel,F,1986-11-27
498242,1957-10-01,DeForest,Lowrie,M,1985-10-22
498241,1956-05-05,Gen,Parveen,M,1990-06-15
498240,1952-11-01,Cheong,Falster,M,1985-10-16
498239,1958-08-19,Yaghout,Pelc,F,1992-01-23
498238,1961-04-12,Lorien,Coorg,M,1988-11-14
498237,1958-11-29,Dipayan,Detkin,F,1987-11-09
498236,1957-04-05,Georg,Zeilberger,M,1990-09-05
498235,1958-05-27,Nagui,Douceur,M,1986-04-06
498234,1956-10-16,Chaitali,Tibblin,M,1990-02-23
498233,1964-12-07,Rafail,Rajcani,F,1985-05-31
498232,1954-05-13,Murthy,Conde,F,1986-10-27
498231,1953-10-02,Randy,Keirsey,M,1987-01-22
498230,1955-02-25,Conal,Rossi,M,1990-05-14
498229,1959-06-08,Adib,Comte,M,1991-03-20
498228,1956-12-02,Thanasis,Eiron,M,1988-12-31
498227,1959-03-31,Lidong,Douceur,M,1990-04-02
498226,1957-02-16,Matk,Herbst,M,1985-10-17
498225,1963-09-22,Garnet,Gajiwala,F,1991-11-20
498224,1952-08-24,Arnd,Ghandeharizadeh,M,1991-06-28
498223,1952-12-13,Mack,Sethi,M,1989-10-02
498222,1958-01-03,Lunjin,Gide,F,1987-10-16
498221,1958-01-24,Kazuhide,Impagliazzo,F,1987-11-11
498220,1953-12-11,Marla,Koprowski,F,1985-08-10
498219,1955-06-29,Christophe,Schade,F,1988-08-13
498218,1963-08-28,Vasiliy,Roison,F,1985-11-03
498217,1964-04-25,Saeed,Rosis,M,1986-05-28
498216,1961-01-19,Mircea,Peek,M,1991-10-17
498215,1962-07-22,Moon,Lally,M,1987-03-01
498214,1953-05-22,Toshimori,Cronin,M,1986-08-24
498213,1953-06-20,Kyoichi,Parveen,M,1995-12-22
498212,1954-08-18,Premal,Lampe,F,1991-09-24
498211,1952-10-15,Jasminko,Serra,F,1987-09-04
498210,1961-10-12,Fuqing,Callaway,M,1993-02-11
498209,1963-06-17,Amabile,Snedden,F,1987-01-03
498208,1958-01-02,Satoru,Orlowska,M,1994-03-12
498207,1958-10-26,Shuji,Kroha,M,1985-08-23
498206,1962-04-07,Uma,Knightly,M,1990-10-31
498205,1964-12-31,Persi,Kalloufi,F,1990-09-27
498204,1959-11-25,Hsiangchu,Pavlopoulou,M,1991-05-30
498203,1953-09-03,Visit,Guardalben,F,1987-03-20
498202,1957-04-07,Marin,Puoti,M,1997-02-03
498201,1952-03-22,Mark,Schahn,F,1990-12-24
498200,1962-09-19,Rafail,Gurbaxani,F,1992-12-01
498199,1952-04-26,Remko,Azuma,M,1992-09-17
498198,1960-06-11,Fumino,Domenig,F,1987-05-11
498197,1962-12-13,Sibyl,Schieder,M,1993-07-21
498196,1955-03-23,Eckart,Suppi,M,1987-12-03
498195,1957-02-15,Jahangir,Luke,M,1991-02-24
498194,1957-06-10,Jayson,Viele,F,1987-11-17
498193,1954-11-03,Krisda,Wendorf,M,1988-10-19
498192,1956-09-06,Fan,Schaad,F,1988-05-16
498191,1956-01-18,Murthy,Cunliffe,M,1987-01-16
498190,1957-07-09,Marie,Molenkamp,F,1993-11-22
498189,1963-06-14,Saniya,Uhrig,M,1989-04-19
498188,1960-04-27,Florian,Flowers,M,1995-01-15
498187,1954-12-29,Shaowen,Zielinski,M,1986-11-16
498186,1964-05-25,Jaewoo,Suermann,M,1990-06-26
498185,1965-01-19,Caolyn,Marciano,F,1994-03-16
498184,1956-05-14,Tse,Nannarelli,M,1988-09-20
498183,1953-05-11,Sreekrishna,Daescu,M,1988-09-19
498182,1958-06-26,Kagan,Sinicrope,M,1997-04-23
498181,1962-07-09,Wojceich,Benner,M,1987-05-02
498180,1964-09-13,Gita,Neiman,F,1991-11-09
498179,1958-01-10,JoAnna,Vidal,M,1991-05-20
498178,1962-11-23,Sanjay,Glinert,M,1988-07-24
498177,1962-12-28,Marsja,Birsak,M,1990-07-17
498176,1960-08-17,Leucio,Levasseur,F,1993-04-12
498175,1952-02-03,Stafford,Munos,M,1993-11-30
498174,1961-06-09,Genevieve,Beetstra,F,1991-08-04
498173,1958-11-18,Chanjung,Baby,M,1994-07-17
498172,1955-03-04,Jongsuk,Levergood,M,1990-05-27
498171,1957-07-13,Mohan,Rijckaert,M,1988-12-30
498170,1954-01-17,Rafail,Leppanen,M,1997-05-16
498169,1964-12-19,Tetsurou,Kavanagh,M,1997-12-10
498168,1954-09-19,Doohun,Stroustrup,M,1986-12-13
498167,1954-07-23,Gad,Frezza,F,1990-11-08
498166,1953-01-25,Sashi,Steenbeek,F,1985-02-07
498165,1954-07-30,Christoph,Stavenow,M,1986-04-12
498164,1958-11-21,Jaideep,Litvinov,M,1993-08-28
498163,1952-11-18,Rosita,Waschkowski,F,1986-05-27
498162,1959-01-21,Baoqiu,Borstler,M,1987-12-12
498161,1957-09-06,Hatem,Bugrara,F,1989-02-01
498160,1961-01-04,Bezalel,Cappelli,F,1991-06-24
498159,1962-03-24,Venkatesan,Heydon,F,1992-03-27
498158,1957-10-14,Charlene,Delgrange,M,1996-04-06
498157,1955-07-04,Baocai,Lorcy,F,1994-12-16
498156,1963-07-31,Val,Grospietsch,M,1991-03-12
498155,1957-06-07,Shen,Ranta,M,1987-12-04
498154,1959-07-11,Zdislav,Farrow,F,1990-08-09
498153,1961-09-09,Jouni,Aloisi,M,1986-01-12
498152,1960-09-30,Martins,Ramsak,F,1988-12-12
498151,1955-04-09,Siamak,Matzat,F,1986-07-30
498150,1952-08-28,Yakkov,Pellegrinelli,M,1988-02-20
498149,1958-04-29,Aram,Tramer,F,1991-02-09
498148,1956-12-14,Lillian,Kroft,F,1988-04-12
498147,1963-07-11,Stafford,Bojadziev,F,1990-07-18
498146,1952-02-28,Bernardo,Boissier,F,1985-06-03
498145,1952-03-14,Taisook,Kusalik,F,1988-09-12
498144,1956-06-04,Achilleas,Zobel,M,1996-08-27
498143,1959-04-25,Serif,Schneeberger,M,1992-04-29
498142,1957-08-15,Kolar,Trelles,F,1986-03-04
498141,1952-06-24,Badri,Henders,M,1990-06-26
498140,1953-07-18,Jianwen,Perl,M,1985-06-26
498139,1954-08-24,Chandrasekaran,Poupard,M,1991-08-01
498138,1960-11-13,Mitsuyuki,Varman,M,1997-02-04
498137,1953-07-13,Christfried,Etalle,F,1986-07-13
498136,1953-09-06,Steve,Mapelli,M,1995-10-21
498135,1964-01-25,Lihong,Kamble,F,1985-05-09
498134,1963-07-24,Hironoby,Fetvedt,F,1986-03-02
498133,1956-03-14,Gift,Ruemmler,M,1986-03-26
498132,1958-05-31,Gen,Steenbeek,M,1986-05-09
498131,1964-12-27,Gao,Oxenboll,M,1988-10-03
498130,1956-07-21,Hatem,Hopewell,F,1985-04-15
498129,1963-09-22,Mountaz,Montemayor,F,1987-07-04
498128,1956-10-04,Junichi,Flexer,M,1987-11-22
498127,1955-08-25,Ramachenga,Ramsak,F,1989-03-12
498126,1962-03-10,Cathie,Standera,F,1987-01-30
498125,1952-09-24,Troy,Kugler,F,1992-11-20
498124,1963-06-12,Shakhar,Muniz,F,1988-10-30
498123,1955-11-11,Zsolt,Zockler,M,1994-05-20
498122,1963-02-21,Samphel,Chandrasekhar,M,1989-10-26
498121,1954-03-25,Shushma,Itzigehl,M,1990-09-06
498120,1957-11-24,Yinlin,Diderrich,M,1989-07-08
498119,1963-10-24,Girolamo,Mamelak,F,1986-11-02
498118,1954-11-30,Utpal,Zschoche,F,1985-08-16
498117,1960-03-22,Sorina,Schneeberger,F,1988-06-24
498116,1958-03-31,Bezalel,Hegner,M,1986-02-02
498115,1957-10-11,Geoffry,Alpin,M,1985-10-01
498114,1955-08-11,Tua,Erman,M,1991-04-17
498113,1958-09-05,Udi,Smailagic,F,1995-01-31
498112,1956-04-06,Xiaoshan,Harnett,M,1986-03-07
498111,1963-05-20,Kazuhiko,Ushiama,M,1985-09-02
498110,1964-01-24,Piyawadee,Varman,M,1997-08-06
498109,1964-12-04,Harjit,Gerteisen,F,1986-12-15
498108,1953-10-28,Utz,Gischer,M,1988-11-05
498107,1955-03-04,Perry,Homond,M,1990-05-24
498106,1952-02-02,Shai,Calkin,M,1990-12-02
498105,1956-01-09,Otilia,Rebaine,M,1990-03-12
498104,1954-04-03,Aamer,Rosca,M,1985-06-14
498103,1953-07-26,Guttorm,Kropp,F,1993-08-31
498102,1956-02-20,Ranan,Nations,M,1988-10-13
498101,1957-09-21,Luisa,Fandrianto,F,1988-03-24
498100,1955-07-14,Shigehito,Gelosh,M,1990-12-23
498099,1956-01-11,Mitchel,Magalhaes,M,1988-12-18
498098,1964-04-07,Gaurav,Zaccaria,M,1988-07-27
498097,1958-09-09,Hironobu,Cyne,M,1985-04-30
498096,1960-04-11,Tsz,Narlikar,M,1995-10-09
498095,1957-01-12,Youngkon,Hasham,M,1989-08-03
498094,1954-01-14,Guangming,Desikan,F,1989-04-04
498093,1953-02-01,Manibrata,Busillo,F,1991-02-18
498092,1955-01-07,Falguni,Asser,M,1993-12-24
498091,1963-12-01,Tua,Ciolek,M,1986-08-13
498090,1954-09-02,Marc,Fujisawa,F,1988-09-21
498089,1952-07-02,Marko,Zultner,M,1989-06-23
498088,1952-05-08,Nitsan,England,M,1988-06-21
498087,1956-10-29,Masaki,Sewelson,F,1986-05-18
498086,1955-05-12,Ult,Lipner,M,1993-05-05
498085,1963-12-26,Leszek,Panangaden,M,1989-11-08
498084,1962-02-19,Younwoo,Picco,M,1999-01-01
498083,1963-03-04,Horward,Bouloucos,M,1989-05-27
498082,1952-08-21,Breannda,Czaja,M,1988-11-17
498081,1962-06-24,Suzette,Lichtman,F,1989-08-01
498080,1955-02-18,Quingbo,Coors,F,1989-04-03
498079,1961-08-01,Magy,Kitsuregawa,M,1996-06-30
498078,1953-03-30,Zongyan,Mersereau,F,1991-11-12
498077,1961-05-15,Masali,Marakhovsky,F,1986-04-21
498076,1958-01-15,Goh,Nooteboom,F,1987-11-10
498075,1953-04-03,Shimshon,Goodrum,M,1985-10-02
498074,1963-12-04,Dulce,Hutter,F,1992-09-05
498073,1962-10-05,Leni,Oxenboll,M,1987-08-01
498072,1957-03-17,Marsha,Weiland,M,1986-01-12
498071,1963-08-06,Seshu,Plesums,M,1990-10-15
498070,1956-05-10,Kasidit,Herbst,M,1989-09-14
498069,1954-03-29,Adly,Jahnichen,M,1986-04-19
498068,1952-12-13,Tonia,Mitzlaff,F,1987-04-21
498067,1954-07-14,Theirry,Kadhim,M,1990-09-03
498066,1962-04-23,Yaghout,Simkin,M,1985-02-28
498065,1963-05-01,JoAnna,Dichev,M,1989-10-27
498064,1957-09-29,Valeska,Syrzycki,M,1999-07-20
498063,1960-08-25,Fei,Varker,M,1988-03-26
498062,1960-01-04,Chaitali,Felcyn,F,1986-04-07
498061,1952-06-09,Satosi,DasSarma,M,1988-03-14
498060,1958-04-18,Tomokazu,Peroz,M,1990-11-24
498059,1962-12-14,Sachar,Azadmanesh,F,1993-08-07
498058,1955-09-22,Yucel,Sidou,M,1993-06-07
498057,1959-04-03,Rildo,Chachaty,M,1985-10-20
498056,1953-11-16,Berhard,Tsunoo,M,1985-11-08
498055,1955-10-10,Krisda,Takanami,M,1991-08-04
498054,1953-06-17,Mohua,Mondadori,F,1994-04-12
498053,1954-08-11,Danel,Edelhoff,M,1990-03-10
498052,1959-03-15,Shrikanth,Pietrzykowski,F,1987-01-19
498051,1964-05-31,Indrajit,Hofman,F,1986-07-14
498050,1953-08-29,Martina,Strooper,F,1995-03-27
498049,1964-07-21,Tonia,Blokdijk,F,1985-04-28
498048,1956-05-16,Subhankar,Stenning,M,1988-10-29
498047,1956-03-25,Jaques,Pauthner,M,1997-10-28
498046,1960-12-13,Claude,Hoppenstand,M,1991-01-28
498045,1964-01-22,Utpal,Breugel,M,1992-04-15
498044,1963-08-02,Kazuhiro,Skafidas,M,1990-07-12
498043,1953-10-29,Arie,Auria,F,1990-10-28
498042,1964-11-24,Ayakannu,Egerstedt,M,1987-07-24
498041,1953-01-01,Sanjit,Gronowski,M,1990-08-20
498040,1955-06-26,Filipe,Claffy,M,1989-12-29
498039,1957-06-03,Chriss,Pietracaprina,M,1991-06-14
498038,1960-12-20,Sarita,Brodie,F,1992-02-27
498037,1960-05-26,Hisao,Zaumen,M,1987-01-07
498036,1960-04-10,Supot,Monarch,F,1987-06-02
498035,1959-01-31,Jolita,Kadhim,M,1991-09-09
498034,1962-11-16,Khedija,Boyle,M,1991-05-13
498033,1960-06-20,Rosalie,Jenevein,F,1990-07-24
498032,1957-01-16,Fumitake,Steenbeek,M,1985-07-04
498031,1952-07-24,Mircea,Shackel,F,1988-05-08
498030,1960-10-27,Bilhanan,Wynblatt,M,1985-08-09
498029,1953-03-31,Aamer,Luders,M,1991-12-13
498028,1959-12-01,Adas,Aloisi,M,1987-08-09
498027,1956-06-20,Manton,Magliocco,M,1985-08-14
498026,1954-03-09,Jayesh,Docker,M,1998-01-05
498025,1956-07-04,Amabile,Spell,M,1987-12-08
498024,1952-03-03,DAIDA,Escriba,M,1988-07-13
498023,1960-04-16,Moheb,Demri,F,1987-01-18
498022,1960-07-14,Pramod,Beilner,M,1987-07-04
498021,1961-04-24,Khatoun,DasSarma,F,1988-06-02
498020,1957-08-16,Shigeichiro,Straney,M,1988-01-19
498019,1957-04-12,Uwe,Janetzko,F,1989-11-13
498018,1964-01-08,Aemilian,Masaki,M,1986-06-17
498017,1954-06-01,Adib,Emmart,M,1992-10-19
498016,1960-03-04,Mokhtar,Zuberek,M,1993-01-11
498015,1961-07-09,Maria,Linnainmaa,M,1986-06-29
498014,1959-07-30,Nathalie,Jakobus,M,1986-04-02
498013,1958-08-28,Jiafu,Schaaf,F,1997-11-29
498012,1958-08-10,Wanqing,Kitai,F,1988-05-06
498011,1963-08-12,Mantis,Skafidas,M,1985-11-28
498010,1963-08-02,Sanjoy,Reinhard,F,1988-09-13
498009,1960-12-11,Jessie,Paciorek,F,1986-05-11
498008,1962-07-03,Lalit,Henseler,M,1992-10-31
498007,1952-03-30,Carrsten,Suri,F,1991-07-26
498006,1955-01-17,Patricio,Munos,M,1994-11-25
498005,1963-01-16,Genevieve,Keirsey,M,1993-09-18
498004,1964-03-21,Turgut,Felder,M,1993-07-27
498003,1962-08-18,Mohamadou,Steinauer,M,1990-05-27
498002,1962-10-02,Weicheng,Kragelund,M,1988-11-23
498001,1955-04-14,Zhongwei,Perelgut,M,1997-05-08
498000,1964-11-07,Guttorm,Restivo,F,1995-11-26
497999,1958-02-16,Janalee,Swan,M,1988-02-27
497998,1961-03-11,Kellyn,Decaestecker,M,1990-03-21
497997,1963-07-12,Mari,Mundy,M,1991-01-13
497996,1962-03-14,Mostafa,Rassart,M,1986-03-22
497995,1962-09-29,Hidekazu,Bala,M,1989-05-16
497994,1961-07-19,Shigenori,Isaac,F,1987-04-12
497993,1960-02-29,Kendra,Yemenis,M,1998-04-30
497992,1959-10-06,Gianluca,Ravishankar,F,1991-07-01
497991,1963-12-28,Yolla,Yurek,F,1994-07-06
497990,1953-07-02,Shirish,Leijenhorst,F,1996-10-12
497989,1959-10-13,Xiaoheng,Fujisaki,M,1988-08-02
497988,1955-01-11,Weicheng,Lodder,M,1990-05-04
497987,1961-07-19,Reinhold,Conta,M,1987-11-20
497986,1964-02-23,Tran,Luce,M,1996-03-04
497985,1959-01-21,King,Pillow,F,1995-12-10
497984,1955-04-20,Chinhyun,Schrooten,F,1985-03-25
497983,1961-08-23,Woody,Brlek,M,1997-09-25
497982,1955-09-15,Toshimori,Georg,F,1990-04-20
497981,1959-10-29,Shahaf,Birsak,M,1995-11-08
497980,1959-08-30,Huan,Stifter,F,1992-07-15
497979,1959-05-30,Junsik,Kermarrec,M,1987-08-05
497978,1963-07-21,Maia,Brender,M,1994-09-14
497977,1962-11-28,Susanne,Shiratori,F,1991-09-06
497976,1952-09-12,Ymte,Zeilberger,F,1998-11-26
497975,1958-08-14,Subhash,Mitzlaff,M,1987-05-16
497974,1958-05-14,Mang,Potthoff,M,1989-12-15
497973,1955-02-02,Munehiro,Socorro,M,1987-02-14
497972,1954-01-28,Zijian,Winter,M,1987-12-15
497971,1954-01-30,Maja,Gecsel,F,1985-03-07
497970,1964-02-11,Roded,Erman,M,1991-06-05
497969,1960-11-12,Margareta,Masaki,M,1987-12-20
497968,1954-01-06,Tesuro,Androutsos,M,1987-10-04
497967,1962-09-21,Pintsang,Raney,F,1996-08-28
497966,1959-01-05,Yucel,Picci,M,1989-10-29
497965,1960-01-11,Nimmagadda,Renear,M,1995-08-17
497964,1957-05-27,Bingning,Beeson,M,1990-08-19
497963,1958-09-24,Magy,Otillio,M,1987-07-27
497962,1956-07-07,Uwe,Pell,M,1985-03-05
497961,1960-11-07,Froduald,Frijda,F,1996-05-09
497960,1954-03-12,Lidong,Salvesen,M,1990-09-06
497959,1960-07-10,Lena,Bugaenko,M,1994-11-07
497958,1961-11-27,Mahendra,Akazan,M,1989-07-13
497957,1959-09-12,Collette,Foote,F,1988-10-27
497956,1952-07-17,Janalee,Rothe,M,1996-05-27
497955,1959-03-23,Lein,Suessmith,M,1989-09-04
497954,1957-12-17,Hilary,Legleitner,M,1991-08-07
497953,1952-02-04,Navid,Buchter,F,1991-11-22
497952,1953-01-31,Valeri,Plotkin,M,1997-05-16
497951,1963-03-03,Barton,Pepe,M,1989-11-12
497950,1960-11-24,Jaewoo,Marciano,F,1992-08-24
497949,1963-01-10,Guiseppe,Compeau,M,1987-01-22
497948,1961-08-02,Nidapan,Yurek,M,1989-06-01
497947,1963-08-15,Ekawit,Alpin,M,1995-06-29
497946,1960-08-09,Sachar,Iwayama,F,1994-06-30
497945,1962-11-10,Tsuneo,Baar,M,1987-12-21
497944,1961-05-02,Gianluca,Marchesini,M,1994-04-18
497943,1962-02-13,Taisook,Strooper,M,1997-07-31
497942,1958-01-13,Xiaoheng,Sigstam,M,1987-07-28
497941,1959-09-02,Gunilla,Pokrovskii,F,1996-01-26
497940,1963-05-29,Dulce,Naudin,M,1985-08-02
497939,1962-02-27,Eberhardt,Millington,F,1990-08-03
497938,1959-07-18,Khun,Salverda,M,1993-03-05
497937,1960-12-24,Mohamadou,Braunmuhl,F,1987-06-10
497936,1964-03-01,Ravishankar,Fujisawa,M,1993-08-07
497935,1952-10-02,Pradeep,Radivojevic,M,1989-02-01
497934,1956-10-17,Weiru,Shrader,F,1990-04-02
497933,1958-09-12,Genki,Ramsak,M,1987-05-18
497932,1957-03-27,Dzung,Weiland,M,1992-05-05
497931,1957-03-19,Basim,Piveteau,M,1990-07-21
497930,1961-11-11,Otilia,Bergere,M,1995-02-07
497929,1959-01-17,Temple,Thiran,M,1994-02-01
497928,1953-06-12,Carrsten,Deville,F,1988-11-09
497927,1952-11-20,JoAnna,Schahn,F,1989-02-06
497926,1963-02-19,Hironoby,Schapire,M,1985-03-17
497925,1952-06-27,Basim,Gonthier,M,1985-06-14
497924,1959-02-22,Jianhua,Steinauer,M,1990-10-25
497923,1952-12-31,Manibrata,Khalil,M,1997-05-29
497922,1959-07-17,Hinrich,Kermarrec,M,1985-04-04
497921,1961-03-21,Baocai,Landherr,F,1989-07-27
497920,1959-08-28,Moty,Jonsson,F,1989-07-21
497919,1959-08-26,Dhritiman,Sadowski,M,1987-09-27
497918,1952-10-12,Yuichiro,Templeman,M,1991-05-13
497917,1964-08-10,Idoia,Khalil,F,1996-05-04
497916,1955-08-27,Yuping,Kavanagh,F,1989-04-28
497915,1954-01-04,Danae,Schlegelmilch,M,1999-04-02
497914,1956-03-31,Elvia,Kambil,F,1990-04-05
497913,1964-02-08,Rosine,Sinicrope,M,1988-09-26
497912,1953-07-11,Dinah,Streng,M,1985-09-29
497911,1960-04-17,Abdelkader,Makinen,M,1993-03-22
497910,1961-05-12,Elvis,Cannard,F,1990-09-23
497909,1953-07-05,Taizo,Domenig,M,1995-08-19
497908,1958-12-27,Moss,Perfilyeva,M,1987-06-19
497907,1959-06-17,Junichi,Steenbeek,M,1986-03-27
497906,1959-05-02,Kazuhide,Chaudhury,M,1989-06-08
497905,1954-02-18,Isaac,Leaver,F,1985-03-28
497904,1958-07-20,Saddek,Erez,F,1985-11-11
497903,1959-11-24,Kazunori,Bednarek,M,1988-01-27
497902,1963-05-08,Adamantios,Brattka,F,1985-02-23
497901,1958-05-13,Mansur,Byoun,M,1991-04-28
497900,1960-08-19,Hauke,Kakkar,M,1991-08-07
497899,1957-03-17,Tonny,Roisin,F,1988-03-07
497898,1955-07-02,Shimshon,Boissier,F,1989-06-24
497897,1964-05-23,Sachio,Kavanagh,F,1998-03-28
497896,1964-08-12,Arco,Schlegelmilch,M,1987-03-14
497895,1952-12-23,Peternela,Merkl,M,1991-11-11
497894,1962-12-12,Wayne,Douceur,F,1987-01-02
497893,1953-05-03,Sailaja,Ciolek,M,1985-09-02
497892,1960-03-23,Feipei,Basart,F,1987-02-19
497891,1962-12-22,Neven,Domenig,F,1993-07-22
497890,1957-01-05,King,Otillio,F,1991-10-13
497889,1957-10-29,Jiong,Teitelbaum,F,1988-07-22
497888,1964-06-06,Trygve,Verspoor,M,1992-07-24
497887,1964-07-02,Pranjal,Griswold,M,1985-08-01
497886,1956-05-06,Angus,Karunanithi,F,1991-07-11
497885,1959-02-12,Hatim,Foong,F,1997-01-23
497884,1963-12-19,Kyoichi,Asser,F,1988-07-16
497883,1958-10-03,Odoardo,Stranks,F,1994-04-11
497882,1961-05-25,Gladys,Baik,M,1987-09-05
497881,1957-04-15,Mariangiola,Yamaashi,M,1987-04-22
497880,1956-07-25,Beshir,Hainaut,M,1987-04-09
497879,1963-11-02,Toshimo,Gustavson,F,1989-11-20
497878,1960-12-25,Zhongwei,Pleszkun,F,1995-05-13
497877,1962-07-26,Carrsten,Henseler,M,1988-11-06
497876,1954-01-15,Moni,Kavanagh,M,1985-12-02
497875,1964-10-22,Armond,Murrill,M,1986-01-20
497874,1956-12-28,Lubomir,Etalle,F,1986-06-06
497873,1961-11-08,Jeane,Jenevein,F,1995-07-05
497872,1957-03-06,Goo,Riesenhuber,M,1994-07-02
497871,1952-07-31,Gil,Turnbull,F,1992-07-21
497870,1959-09-25,Avishai,Waymire,M,1988-02-13
497869,1952-09-10,Genta,Pellegrinelli,F,1991-12-21
497868,1963-10-07,Weidon,Roccetti,F,1990-05-09
497867,1962-08-10,Chinho,Pelz,M,1991-07-01
497866,1953-11-03,Sachar,Winter,M,1997-11-22
497865,1959-05-01,Kristine,Peltason,M,1986-04-10
497864,1961-10-22,Kitty,Swiss,F,1988-01-24
497863,1958-05-22,Chiradeep,Maquelin,M,1985-03-09
497862,1962-03-15,Horward,Fortenbacher,M,1985-03-01
497861,1955-06-09,Satyanarayana,Auyong,M,1990-05-13
497860,1954-06-07,Rosella,Peral,M,1990-01-30
497859,1961-08-05,Tsvetan,Lammel,M,1998-08-25
497858,1957-09-22,Aluzio,Karnin,F,1990-02-05
497857,1957-12-12,Brigham,Michaeli,M,1990-08-27
497856,1957-11-02,Georg,Cronan,M,1988-01-20
497855,1956-02-11,Honglan,Gips,M,1987-01-24
497854,1959-07-06,Chuanyi,Kandlur,F,1995-02-28
497853,1952-11-18,Shuho,Gaughan,M,1994-07-21
497852,1960-01-30,Martijn,Ressouche,F,1985-03-27
497851,1959-09-10,Suvo,Lalonde,F,1986-01-20
497850,1964-05-10,Shigeaki,Syrotiuk,M,1989-03-16
497849,1963-08-12,Kish,Rosay,F,1991-10-24
497848,1961-06-12,Bluma,Peroz,M,1990-07-08
497847,1962-01-03,Claude,Remmers,M,1993-07-09
497846,1955-03-29,Juichirou,Provine,M,1996-03-11
497845,1952-11-23,Nirmal,Ramaiah,M,1987-04-02
497844,1955-08-29,Amabile,Teitelbaum,F,1987-11-03
497843,1953-11-03,Anestis,Rosenbaum,M,1985-11-15
497842,1963-01-20,Fumino,Gustavson,M,1985-12-20
497841,1962-03-23,Adam,Rahimi,M,1986-07-10
497840,1952-02-28,Maha,Passino,M,1989-03-24
497839,1964-09-30,Shimshon,Rahimi,F,1993-07-13
497838,1959-06-10,Qunsheng,Showalter,F,1993-05-18
497837,1958-05-17,Trygve,Kushnir,M,1990-12-25
497836,1960-04-23,Arup,Munos,M,1988-07-13
497835,1965-01-29,Shuho,Laurillard,F,1998-05-19
497834,1955-05-23,Sanjit,Debuse,F,1988-01-01
497833,1956-12-11,Yagil,Garnick,F,1988-03-27
497832,1958-05-11,Mang,Eppinger,M,1991-06-06
497831,1958-06-21,Berthier,Demri,M,1985-03-09
497830,1952-11-17,Stein,Thimonier,M,1993-09-24
497829,1952-07-05,Shaleah,Carrera,M,1985-02-09
497828,1954-09-28,Lillian,Servi,M,1988-01-18
497827,1954-11-21,Steve,Morrey,M,1995-07-06
497826,1958-08-24,Hercules,Conry,M,1993-05-11
497825,1957-06-03,Seongbae,Denna,M,1988-04-06
497824,1952-04-27,Atreyi,Gente,M,1992-10-25
497823,1956-03-19,Felicidad,Koyama,M,1998-02-04
